_id;Sr No.;Year;Region;Sub Region;Motor Cycles;Scooters;Moped;Cars;Jeeps;Stn. Wagons;Taxis meter fited;Luxury /Turist Cabs/;Auto-rikshaws;Stage carriages;Contract carriages /Mini Bus;School Buses;Private Service Vehicles;Ambulances;Articulated/Multi.;Trucks & Lorries;Tanker;Delivery Van (4 wheelers);Delivery Van (3 wheelers);Tractors;Trailors;Others
183;183;2003-2004;Latur Region;Osmanabad;21791;1564;3358;2115;2237;54;158;0;1828;307;23;7;2;12;0;1769;41;883;496;3755;3012;16
184;184;2003-2004;Latur Region;Ambejogai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185;185;2003-2004;Nanded Region;Nanded;41842;10446;17631;4107;4462;42;131;0;9220;409;13;24;27;48;1;5089;222;873;25;2520;2309;3
186;186;2003-2004;Nanded Region;Parbhani;26282;2790;8581;1484;3021;17;278;0;4412;319;50;24;68;30;0;1423;58;874;114;1524;1292;31
187;187;2003-2004;Nanded Region;Hingoli;15212;2440;6077;1206;1409;0;294;0;1280;0;87;0;6;22;0;813;39;645;132;1807;1490;7
188;188;2003-2004;Amrawati Region;Amrawati;62079;31931;61693;6646;3643;321;716;0;10726;492;200;19;27;44;2;3485;155;1199;1723;5024;4097;146
189;189;2003-2004;Amrawati Region;Buldhana;50400;6768;16303;2284;2642;180;927;0;5621;438;134;18;29;71;0;1426;35;1373;920;6048;5243;68
190;190;2003-2004;Amrawati Region;Yawatmal;43773;14703;30058;3251;3052;51;843;0;6043;396;220;18;8;39;74;2355;108;697;881;2816;2849;48
191;191;2003-2004;Amrawati Region;Akola;41052;16459;25631;4213;3094;6;1298;0;5761;444;158;16;18;46;3;2566;60;872;776;3427;3076;90
192;192;2003-2004;Amrawati Region;Washim;26830;7369;13239;1585;1575;3;302;0;2862;0;75;5;0;18;0;699;18;398;418;3060;2598;16
193;193;2003-2004;Nagpur(U) Region;Nagpur;194807;195731;220489;44054;12550;662;984;0;13929;2188;302;155;1058;283;738;10812;967;9183;3972;4808;4866;734
194;194;2003-2004;Nagpur(U) Region;Wardha;26747;16031;18348;2246;1200;28;132;0;2654;237;47;4;1;10;0;949;14;436;519;1443;1453;6
195;195;2003-2004;Nagpur(U) Region;Nagpur(East);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
196;196;2003-2004;Nagpur(R) Region;Nagpur;3832;138;612;95;56;0;10;0;76;0;0;0;55;0;33;6;0;146;30;125;51;0
197;197;2003-2004;Nagpur(R) Region;Gadchiroli;14099;3088;1702;367;679;1;144;0;149;4;8;6;17;33;4;155;12;188;30;1419;1360;6
198;198;2003-2004;Nagpur(R) Region;Chandrapur;52646;29420;30680;5550;4211;53;480;0;4054;354;68;55;76;158;18;4521;125;1235;1014;3620;3459;192
199;199;2003-2004;Nagpur(R) Region;Gondia;24094;10583;13157;1739;1360;0;197;0;163;0;2;9;17;14;0;369;10;369;94;2291;2296;17
200;200;2003-2004;Nagpur(R) Region;Bhandara;22052;8947;14453;970;1086;9;102;0;589;239;18;21;44;10;1;636;29;251;181;3318;2423;9
201;201;2004-2005;Greater Mumbai;Mumbai(C);130375;73398;7435;184561;12245;2669;36568;0;0;5536;1896;67;999;963;10;8794;1104;9537;4846;864;835;4062
202;202;2004-2005;Greater Mumbai;Mumbai(W);155485;126241;15198;146701;5956;956;10675;0;60505;0;1839;677;210;332;0;4050;143;4047;13338;417;69;106
203;203;2004-2005;Greater Mumbai;Mumbai(E);79401;50033;10326;51636;4153;243;10806;0;43599;0;730;109;193;141;0;2076;531;2744;3723;125;82;580
204;204;2004-2005;Greater Mumbai;Borivali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
205;205;2004-2005;Thane Region;Thane;253807;134204;12785;181737;36453;715;11982;0;70688;846;5538;199;1264;416;2723;60616;10751;36154;20119;1207;5083;987
206;206;2004-2005;Thane Region;Kalyan;91888;60008;8860;16935;3488;87;1389;0;32409;342;380;37;121;179;6;6334;492;2898;5391;203;250;106
207;207;2004-2005;Thane Region;Vashi Navi Mumbai;10864;411;0;9628;1856;0;643;0;1224;17;710;0;97;31;335;3107;0;724;354;0;29;0
208;208;2004-2005;Thane Region;Vasai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;209;2004-2005;Panvel Region;Panvel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210;210;2004-2005;Panvel Region;Pen-Raigad;80517;45455;2315;32374;10767;316;8659;0;18911;16;250;209;92;244;2926;10240;1132;6800;3619;440;662;1162
211;211;2004-2005;Panvel Region;Ratnagiri;48910;20750;3968;7853;3941;483;221;0;13916;588;150;41;58;144;27;4413;105;3631;2668;459;509;68
212;212;2004-2005;Panvel Region;Sindhudurg;25436;9896;3451;2814;766;725;24;0;8468;342;14;13;29;51;1;1365;30;1234;1032;270;317;23
213;213;2004-2005;Kolhapur Region;Kolhapur;204537;63738;58631;24378;14790;707;367;0;12149;951;390;15;29;159;31;7910;744;5115;3266;12097;15117;186
214;214;2004-2005;Kolhapur Region;Sangli;140030;34967;33875;12249;9004;297;683;0;6023;804;40;17;19;93;12;4848;261;4662;2658;10041;10374;131
215;215;2004-2005;Kolhapur Region;Satara;142037;23185;25806;12203;9420;180;2547;0;7708;1058;52;37;19;86;28;4815;214;5059;3902;12769;12981;122
216;216;2004-2005;Kolhapur Region;Karad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217;217;2004-2005;Pune Region;Pune;478096;279346;165232;124603;29097;949;6371;0;56088;4998;2642;302;1238;802;41;22923;2861;11748;14153;12937;8826;1503
218;218;2004-2005;Pune Region;Solapur;148955;30555;53006;10395;9950;215;401;0;7881;241;92;8;15;110;0;6342;288;5424;2376;9233;9779;23
219;219;2004-2005;Pune Region;Pimpri-Chinchwad;183312;80179;38049;27209;10140;70;1794;0;5700;480;625;42;445;248;0;4961;294;7764;7180;4889;2473;228
220;220;2004-2005;Pune Region;Baramati;32730;1717;316;2622;1932;7;29;0;1421;0;95;1;18;24;6;2057;311;2370;2432;1690;3568;53
221;221;2004-2005;Pune Region;Akluj;5295;0;0;553;40;0;0;0;58;0;0;0;1;1;0;62;0;359;23;180;62;0
222;222;2004-2005;Nashik Region;Nashik;254410;79532;49215;33164;19492;91;2662;0;21503;768;228;188;132;232;2;7041;373;7951;3677;25023;17176;434
223;223;2004-2005;Nashik Region;Ahmednagar;110654;21478;32916;6549;5088;254;558;0;3930;746;40;19;21;71;14;3240;142;3314;2466;7513;6524;328
224;224;2004-2005;Nashik Region;Srirampur;128745;9202;18354;7995;6385;775;1842;0;3698;1;13;69;47;95;0;3624;316;3240;2746;12137;11661;181
225;225;2004-2005;Nashik Region;Malegaon;44849;5253;5708;3006;2452;2;672;0;5269;0;5;14;4;23;0;2467;72;2193;430;4037;5231;106
226;226;2004-2005;Dhule Region;Dhule;67426;15049;21372;6461;4266;135;1583;0;8187;636;140;42;10;63;0;5208;291;2985;1576;8274;7967;85
227;227;2004-2005;Dhule Region;Jalgaon;151722;31848;49811;10556;6012;524;1430;0;15275;726;286;57;673;120;0;4099;279;3958;2631;12981;13761;137
228;228;2004-2005;Dhule Region;Nandurbar;11087;78;1125;711;670;2;99;0;238;0;17;2;13;4;0;194;0;195;321;1311;1023;133
229;229;2004-2005;Aurangabad Region;Aurangabad;164118;56611;47110;18605;10316;263;2549;0;21897;2521;348;198;140;107;0;7265;639;6028;4223;9892;7036;174
230;230;2004-2005;Aurangabad Region;Jalna;44317;4596;7924;2254;2406;128;427;0;2266;242;5;13;11;58;0;993;119;1351;1090;4422;3810;25
231;231;2004-2005;Aurangabad Region;Beed;46814;6923;14382;4097;7478;1;87;0;4556;440;23;31;15;7;0;3152;235;1964;784;4557;4218;19
232;232;2004-2005;Latur Region;Latur;47830;6539;17877;4787;4149;387;516;0;6433;362;91;44;20;17;9;3423;83;2060;1384;4534;4383;8
233;233;2004-2005;Latur Region;Osmanabad;26934;1565;3586;2426;2507;54;231;0;2160;307;25;8;3;13;0;1842;49;1054;657;3879;3080;33
234;234;2004-2005;Latur Region;Ambejogai;1459;7;77;139;209;0;0;0;161;0;0;0;0;0;0;73;3;58;153;113;23;0
235;235;2004-2005;Nanded Region;Nanded;49440;10553;18291;4501;4818;42;168;0;10118;409;17;24;27;48;1;5276;223;974;175;2688;2414;4
236;236;2004-2005;Nanded Region;Parbhani;31137;2805;9007;1745;3300;19;333;0;4678;319;50;24;68;41;3;1518;67;1008;291;1732;1370;31
237;237;2004-2005;Nanded Region;Hingoli;18038;2463;6156;1426;1706;0;319;0;1878;7;88;0;6;30;0;842;43;747;190;2179;1632;5
238;238;2004-2005;Amrawati Region;Amrawati;74292;33642;64185;7781;3923;322;798;0;11506;496;202;22;24;68;2;3672;159;1461;1958;5134;4192;154
239;239;2004-2005;Amrawati Region;Buldhana;59518;6918;17378;2618;2767;180;1103;0;6141;438;134;38;29;78;0;1452;40;1455;1144;6449;5431;74
240;240;2004-2005;Amrawati Region;Yawatmal;50604;15284;31335;3852;3214;53;880;0;6673;396;212;22;11;52;74;2401;108;879;1089;2957;2917;49
241;241;2004-2005;Amrawati Region;Akola;47871;17240;27175;4842;3206;6;1368;0;6111;448;159;19;22;61;3;2641;65;967;962;3511;3115;91
242;242;2004-2005;Amrawati Region;Washim;29801;7415;13636;1769;1654;3;332;0;3143;0;64;11;0;30;0;707;21;426;508;3166;2661;18
243;243;2004-2005;Nagpur(U) Region;Nagpur;217934;200465;231602;48605;13551;662;1011;0;14308;2554;304;188;1192;293;918;11366;982;9575;4398;4830;4881;753
244;244;2004-2005;Nagpur(U) Region;Wardha;32274;16688;19668;2477;1309;28;134;0;2760;237;38;5;3;11;0;938;17;496;628;1573;1533;5
245;245;2004-2005;Nagpur(U) Region;Nagpur(East);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;246;2004-2005;Nagpur(R) Region;Nagpur;12038;1119;3116;498;184;0;50;0;228;149;0;2;121;3;66;300;3;467;248;472;199;11
247;247;2004-2005;Nagpur(R) Region;Gadchiroli;16265;3318;1820;476;733;1;213;0;211;4;8;5;22;49;4;179;11;206;35;1440;1373;6
248;248;2004-2005;Nagpur(R) Region;Chandrapur;64649;30519;32638;6580;4619;53;532;0;4306;358;64;56;81;179;34;5091;125;1501;1238;3910;3620;214
249;249;2004-2005;Nagpur(R) Region;Gondia;29994;10758;13484;2326;1529;0;212;0;219;2;19;14;17;15;4;413;11;412;119;2410;2380;17
250;250;2004-2005;Nagpur(R) Region;Bhandara;26502;8940;15087;1103;1075;9;112;0;648;239;20;21;46;31;8;620;29;260;187;3521;2542;9
251;251;2005-2006;Greater Mumbai;Mumbai(C);143300;77778;7434;190932;12002;2558;36891;0;0;5672;1920;41;1045;993;11;8847;1105;10020;5214;829;831;4133
252;252;2005-2006;Greater Mumbai;Mumbai(W);178634;136917;15197;163857;7411;956;9474;0;61128;0;1813;743;267;380;0;4264;143;4503;15246;448;74;192
253;253;2005-2006;Greater Mumbai;Mumbai(E);92487;51882;10580;54101;4153;243;11018;0;43771;0;776;94;220;146;0;2076;531;2906;4702;125;82;551
254;254;2005-2006;Greater Mumbai;Borivali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
255;255;2005-2006;Thane Region;Thane;290746;142459;12906;194808;36349;3135;14838;0;73822;1180;5382;199;1406;511;3841;63064;11479;39007;23727;1197;5106;996
256;256;2005-2006;Thane Region;Kalyan;112476;61392;8611;19060;3530;87;1679;0;32961;342;409;37;127;193;6;6470;514;3053;5931;238;260;118
257;257;2005-2006;Thane Region;Vashi Navi Mumbai;23408;2555;5;18721;1881;0;1528;0;3032;17;804;0;143;37;1429;5291;210;1588;1320;20;29;0
258;258;2005-2006;Thane Region;Vasai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
259;259;2005-2006;Panvel Region;Panvel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
260;260;2005-2006;Panvel Region;Pen-Raigad;98212;47037;2315;39872;12195;315;9470;0;19301;15;234;218;141;280;4632;11434;1232;8058;4188;522;728;1715
261;261;2005-2006;Panvel Region;Ratnagiri;55340;21322;3967;8634;4117;483;275;0;14152;588;152;43;58;149;27;4553;108;3886;2946;464;516;87
262;262;2005-2006;Panvel Region;Sindhudurg;29657;10483;3767;3214;959;725;31;0;8597;342;21;18;29;60;1;1469;34;1451;1107;309;346;27
263;263;2005-2006;Kolhapur Region;Kolhapur;267476;53610;43314;31314;15139;91;546;0;11734;914;494;32;80;178;0;9151;598;5488;4263;13905;14887;678
264;264;2005-2006;Kolhapur Region;Sangli;156629;36049;35135;13660;9532;297;731;0;6422;749;38;21;22;101;0;4920;268;5079;3068;10640;10675;135
265;265;2005-2006;Kolhapur Region;Satara;159396;23733;26509;13881;9878;119;2676;0;8267;1073;67;42;24;92;0;5136;226;5489;4230;13554;13176;146
266;266;2005-2006;Kolhapur Region;Karad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
267;267;2005-2006;Pune Region;Pune;547910;295239;175197;146595;31708;949;7672;0;56583;5254;3053;345;1307;839;41;24709;2920;13414;15488;13275;8838;1777
268;268;2005-2006;Pune Region;Solapur;162639;31779;54571;11194;10220;215;434;0;8099;241;99;8;21;115;0;6531;295;5800;2746;9382;9955;32
269;269;2005-2006;Pune Region;Pimpri-Chinchwad;216150;85760;38644;33339;11521;65;2644;0;5944;550;881;45;442;268;0;5814;294;8527;9122;5322;2678;335
270;270;2005-2006;Pune Region;Baramati;45953;1854;353;3717;2325;7;186;0;944;0;72;4;27;30;6;2338;329;2692;2668;2809;4554;74
271;271;2005-2006;Pune Region;Akluj;13893;4;0;1525;331;0;12;0;150;0;0;2;1;2;0;231;35;643;226;757;430;6
272;272;2005-2006;Nashik Region;Nashik;285731;83751;49507;38934;20740;91;2854;0;22094;770;238;199;159;249;0;7241;366;9459;3933;26510;17692;604
273;273;2005-2006;Nashik Region;Ahmednagar;127447;22274;33914;7339;5338;254;847;0;4015;746;43;23;22;75;0;3513;163;3842;2976;7936;6720;536
274;274;2005-2006;Nashik Region;Srirampur;143276;9643;18998;8842;6635;775;2092;0;3915;1;15;86;47;97;0;3649;346;3586;3124;12709;11863;212
275;275;2005-2006;Nashik Region;Malegaon;57256;5790;3668;3630;2521;2;905;0;5661;2;15;16;4;27;0;2783;72;2301;632;4893;5745;107
276;276;2005-2006;Dhule Region;Dhule;74860;15211;22286;7091;4524;135;1805;0;8738;616;182;52;16;69;0;5463;296;3102;1889;8664;8283;102
277;277;2005-2006;Dhule Region;Jalgaon;171307;33562;50694;12158;6425;521;1727;0;16093;726;266;61;944;108;0;4372;278;4193;3126;13778;14353;152
278;278;2005-2006;Dhule Region;Nandurbar;16913;78;1180;1034;843;220;129;0;294;0;17;2;17;5;0;206;59;264;493;1841;1357;135
279;279;2005-2006;Aurangabad Region;Aurangabad;191614;58696;47047;20728;11677;273;2487;0;22837;2592;369;232;204;116;0;7206;941;6975;5376;10819;7595;231
280;280;2005-2006;Aurangabad Region;Jalna;50443;4916;7858;2301;2276;128;447;0;2059;242;2;12;11;61;0;887;136;1353;1345;4670;3973;30
281;281;2005-2006;Aurangabad Region;Beed;52092;6938;14662;4133;7644;1;87;0;4799;440;33;36;16;7;0;3027;208;2000;1212;4721;4310;21
282;282;2005-2006;Latur Region;Latur;55831;6953;18863;5684;4312;387;603;0;7019;360;95;47;26;21;9;3692;93;2247;2202;5125;4505;9
283;283;2005-2006;Latur Region;Osmanabad;32889;1582;3647;3038;2708;54;272;0;2478;307;22;11;1;15;0;2073;57;1339;951;4274;3248;70
284;284;2005-2006;Latur Region;Ambejogai;5253;10;298;345;379;0;0;0;553;0;0;0;0;0;0;355;7;142;371;354;89;0
285;285;2005-2006;Nanded Region;Nanded;56996;10610;19017;5089;4944;42;184;0;10968;409;278;42;36;59;1;5657;227;1134;465;2869;2495;4
286;286;2005-2006;Nanded Region;Parbhani;35965;2833;9273;2091;3487;19;370;0;5017;319;52;20;26;71;0;1730;70;1086;517;1993;1442;32
287;287;2005-2006;Nanded Region;Hingoli;20474;2463;6162;1640;1919;0;324;0;2223;10;85;0;6;35;0;961;47;810;266;2396;1781;5
288;288;2005-2006;Amrawati Region;Amrawati;86947;34616;66613;8725;4105;329;843;0;12045;502;204;24;24;75;0;3812;164;1727;2180;5261;4300;162
289;289;2005-2006;Amrawati Region;Buldhana;66332;7040;18088;2858;2783;183;1163;0;6902;440;130;35;28;83;0;1555;47;1635;1363;6784;5543;81
290;290;2005-2006;Amrawati Region;Yawatmal;58107;15906;32802;4256;3237;53;888;0;7366;395;229;26;12;56;55;2598;113;1042;1226;3276;3069;50
291;291;2005-2006;Amrawati Region;Akola;54112;17954;28567;5373;3363;6;1453;0;6582;450;165;32;25;65;0;2727;64;1092;1075;3508;3153;102
292;292;2005-2006;Amrawati Region;Washim;32864;7510;13991;1892;1717;3;341;0;3375;0;61;11;0;32;0;753;22;516;572;3303;2758;18
293;293;2005-2006;Nagpur(U) Region;Nagpur;242618;209746;243226;53750;15266;679;1160;0;14580;2216;312;208;1189;309;873;11669;978;9731;4740;4821;4837;1007
294;294;2005-2006;Nagpur(U) Region;Wardha;39600;16776;20952;2753;1397;28;132;0;3022;237;42;4;3;12;0;970;18;651;756;1801;1634;8
295;295;2005-2006;Nagpur(U) Region;Nagpur(East);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
296;296;2005-2006;Nagpur(R) Region;Nagpur;19543;5511;6773;1088;290;0;88;0;553;186;10;26;122;11;75;797;9;764;428;941;344;16
297;297;2005-2006;Nagpur(R) Region;Gadchiroli;18618;3577;1830;574;791;1;213;0;320;4;13;6;28;51;4;191;10;226;48;1561;1464;6
298;298;2005-2006;Nagpur(R) Region;Chandrapur;75420;31472;34512;7596;4757;51;540;0;5019;358;67;71;84;188;40;5399;127;1824;1371;4285;3818;226
299;299;2005-2006;Nagpur(R) Region;Gondia;35362;11157;14028;2635;1582;0;212;0;296;2;25;20;20;22;4;488;31;525;150;2572;2476;19
300;300;2005-2006;Nagpur(R) Region;Bhandara;31436;8927;15928;1364;1112;9;118;0;805;239;23;24;64;35;42;759;32;344;248;3901;2721;10
301;301;2006-2007;Greater Mumbai;Mumbai(C);158878;82175;7422;197344;10965;2250;37773;0;0;5590;1936;42;1051;1015;11;9064;1102;10509;5524;829;831;3967
302;302;2006-2007;Greater Mumbai;Mumbai(W);207313;147179;15197;180514;8987;955;10557;0;61112;0;1917;797;287;405;0;4709;145;5104;17250;477;78;315
303;303;2006-2007;Greater Mumbai;Mumbai(E);109141;54341;10866;58728;4153;243;7156;0;43750;0;791;87;251;158;0;2076;532;3196;5596;125;83;596
304;304;2006-2007;Greater Mumbai;Borivali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;305;2006-2007;Thane Region;Thane;335620;150713;13011;218418;36265;5131;17189;0;77335;1455;5827;259;1523;590;4769;67378;12415;42202;27903;1185;5270;1136
306;306;2006-2007;Thane Region;Kalyan;132018;67099;7652;22217;3735;88;1953;0;33102;342;422;63;134;213;6;6796;563;3401;6927;307;244;161
307;307;2006-2007;Thane Region;Vashi Navi Mumbai;37827;3492;5;28273;2498;381;3293;0;3489;17;885;0;187;41;1441;6580;331;2739;3361;31;359;19
308;308;2006-2007;Thane Region;Vasai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
309;309;2006-2007;Panvel Region;Panvel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310;310;2006-2007;Panvel Region;Pen-Raigad;122472;48305;2315;45950;12963;315;10385;0;19727;15;253;254;175;326;4632;13247;1404;8838;5047;642;2713;2251
311;311;2006-2007;Panvel Region;Ratnagiri;59524;25132;3967;9702;4155;483;372;0;14604;588;172;45;58;158;27;4854;123;4213;3324;485;535;113
312;312;2006-2007;Panvel Region;Sindhudurg;33927;11228;3979;3682;1122;725;39;0;7721;342;24;20;34;59;1;1660;31;1629;1168;316;368;41
313;313;2006-2007;Kolhapur Region;Kolhapur;297194;55262;44297;34189;15827;92;579;0;12173;922;517;45;87;184;0;10048;630;6043;5034;14531;15563;739
314;314;2006-2007;Kolhapur Region;Sangli;176637;37283;36130;15591;10143;352;792;0;6795;733;39;30;24;109;0;5410;271;5459;3693;11428;11217;166
315;315;2006-2007;Kolhapur Region;Satara;179357;24880;27881;15476;10431;114;3095;0;8848;617;92;56;27;98;0;5939;241;6071;4952;14572;13865;184
316;316;2006-2007;Kolhapur Region;Karad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;317;2006-2007;Pune Region;Pune;627420;308338;189832;173865;37838;950;10791;0;57832;5254;3836;449;1370;885;41;27396;3138;15254;17011;14657;9179;2512
318;318;2006-2007;Pune Region;Solapur;179466;33090;55845;11908;10352;215;537;0;8113;252;100;11;34;122;36;6992;367;6158;3444;9737;10315;88
319;319;2006-2007;Pune Region;Pimpri-Chinchwad;256462;93178;38999;41154;12330;65;4283;0;6000;600;1145;45;442;296;0;7515;299;9732;11126;5905;2985;494
320;320;2006-2007;Pune Region;Baramati;59888;2194;394;4674;2740;7;166;0;958;1;73;7;34;33;6;2887;342;3067;2935;4203;6136;133
321;321;2006-2007;Pune Region;Akluj;26402;5;1;2537;612;9;85;0;275;41;20;4;4;5;0;530;35;948;634;1825;1358;29
322;322;2006-2007;Nashik Region;Nashik;319262;91452;49216;43351;21827;91;3163;0;22709;822;237;210;172;263;2;7832;404;10829;4287;27770;17872;676
323;323;2006-2007;Nashik Region;Ahmednagar;146870;23464;34746;9009;6236;254;1123;0;4138;761;50;23;27;85;1;4205;199;4438;3519;8476;7265;874
324;324;2006-2007;Nashik Region;Srirampur;158596;10202;19556;10047;7109;775;2215;0;4239;0;15;97;53;109;0;4023;399;4051;3795;13478;12251;233
325;325;2006-2007;Nashik Region;Malegaon;68012;6022;3816;4069;2574;2;1017;0;5740;2;13;26;5;27;0;3112;89;2547;771;5687;6375;107
326;326;2006-2007;Dhule Region;Dhule;15461;23189;7561;4589;157;2194;0;9367;616;184;56;21;70;1;6563;290;3236;2164;9057;8587;114;102
327;327;2006-2007;Dhule Region;Jalgaon;36192;51004;13569;6637;527;1925;0;16480;707;255;62;1534;112;0;4732;278;4307;3704;15187;14802;165;152
328;328;2006-2007;Dhule Region;Nandurbar;78;1181;1418;958;501;164;0;316;7;17;7;20;7;0;309;59;360;664;2373;1678;146;135
329;329;2006-2007;Aurangabad Region;Aurangabad;60494;46964;23099;13132;1372;2388;0;23687;3065;400;302;275;153;0;7291;1259;7494;6999;11897;8278;242;231
330;330;2006-2007;Aurangabad Region;Jalna;5540;7864;2861;2481;128;443;0;2145;242;2;29;27;67;0;924;147;1520;1920;5073;4132;35;30
331;331;2006-2007;Aurangabad Region;Beed;6979;15004;4114;7918;1;87;0;5210;440;45;42;16;7;0;2882;179;2073;1814;4905;4376;25;21
332;332;2006-2007;Latur Region;Latur;7494;20042;6857;4546;387;647;0;7546;360;108;50;25;36;9;4091;90;2361;2676;5726;4906;12;9
333;333;2006-2007;Latur Region;Osmanabad;1670;3700;3713;2888;54;297;0;3010;307;16;32;1;15;0;2290;92;1914;1595;4571;3401;88;70
334;334;2006-2007;Latur Region;Ambejogai;49;662;1065;1292;0;0;0;1481;0;0;3;0;0;0;829;13;360;1122;768;500;3;0
335;335;2006-2007;Nanded Region;Nanded;10836;19623;5596;5217;58;249;0;12093;422;281;45;36;72;1;6222;227;1176;791;3093;2680;6;4
336;336;2006-2007;Nanded Region;Parbhani;2902;9559;2495;3667;18;381;0;5566;319;49;23;27;80;50;1929;79;1139;731;2522;1814;88;32
337;337;2006-2007;Nanded Region;Hingoli;2465;6190;1813;1954;0;321;0;2471;10;91;0;6;37;0;1005;52;892;351;2686;2009;20;5
338;338;2006-2007;Amrawati Region;Amrawati;103110;35969;68881;9562;4243;329;903;0;12781;521;202;26;24;87;0;4070;166;1906;2539;5500;4462;172
339;339;2006-2007;Amrawati Region;Buldhana;77631;7564;18773;2923;2827;183;1188;0;7945;440;133;53;22;84;0;1750;52;1902;1674;7172;5692;87
340;340;2006-2007;Amrawati Region;Yawatmal;67071;16909;34042;4727;3337;53;915;0;8464;395;192;31;56;59;285;2841;113;1314;1490;3778;3429;58
341;341;2006-2007;Amrawati Region;Akola;64226;19301;29761;5760;3397;6;1541;0;7315;450;160;35;25;68;0;2880;77;1332;1261;3719;3270;119
342;342;2006-2007;Amrawati Region;Washim;37642;7694;14291;2050;1753;3;348;0;3892;0;62;13;0;34;0;822;12;620;673;3628;2882;18
343;343;2006-2007;Nagpur(U) Region;Nagpur;273299;219740;252988;59837;17631;842;1350;0;14952;1901;310;264;1165;327;853;11980;1048;9714;5224;4869;4871;1078
344;344;2006-2007;Nagpur(U) Region;Wardha;48096;17354;22871;3026;1504;28;140;0;3432;239;42;10;2;14;0;1050;17;948;965;2174;1773;38
345;345;2006-2007;Nagpur(U) Region;Nagpur(East);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
346;346;2006-2007;Nagpur(R) Region;Nagpur;30466;11139;11207;1744;667;33;126;0;851;479;27;35;110;12;75;1335;12;1131;591;1609;543;93
347;347;2006-2007;Nagpur(R) Region;Gadchiroli;21274;4038;1833;670;827;1;216;0;394;4;13;6;28;56;4;210;10;286;66;1812;1608;6
348;348;2006-2007;Nagpur(R) Region;Chandrapur;87119;32516;36342;8352;4927;51;588;0;5695;358;69;86;83;194;170;6483;131;2089;1500;4893;4068;240
349;349;2006-2007;Nagpur(R) Region;Gondia;41219;12091;14322;2887;1615;0;213;0;459;2;28;27;21;23;4;570;35;645;168;2881;2711;24
350;350;2006-2007;Nagpur(R) Region;Bhandara;37566;8971;16414;1691;1184;9;122;0;906;239;28;27;65;35;153;1071;44;476;248;4391;2950;18
351;351;2007-2008;Greater Mumbai;Mumbai(C);173805;88277;7368;204279;10210;2196;35993;2670;0;5700;1885;42;1069;1024;11;9305;1102;11035;5793;829;832;4017
352;352;2007-2008;Greater Mumbai;Mumbai(W);234691;149259;15198;198044;10215;955;7369;4222;60984;0;1962;818;313;433;0;4810;145;5518;18329;479;107;343
353;353;2007-2008;Greater Mumbai;Mumbai(E);122907;56647;10923;62058;4775;243;5651;1960;43741;0;795;43;257;169;0;2076;532;3319;6056;125;84;707
354;354;2007-2008;Greater Mumbai;Borivali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
355;355;2007-2008;Thane Region;Thane;387495;154354;13072;240622;36264;5132;3005;18544;79845;1455;6583;259;1523;661;5462;71474;13305;45100;33339;1125;5765;1171
356;356;2007-2008;Thane Region;Kalyan;154571;68331;6701;26647;3882;94;65;2140;33137;371;447;77;158;223;6;7185;611;3748;7597;406;265;226
357;357;2007-2008;Thane Region;Vashi Navi Mumbai;50749;3660;5;40875;2987;570;1;5432;3860;48;1185;14;245;82;1408;8830;685;3413;4739;31;1118;31
358;358;2007-2008;Thane Region;Vasai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;359;2007-2008;Panvel Region;Panvel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
360;360;2007-2008;Panvel Region;Pen-Raigad;148876;48935;2315;52918;13724;326;155;10944;20133;16;274;278;208;351;5720;15060;1596;9625;5729;838;3620;2901
